,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,
165,Pete Mitchell,JAX,TE,24,16,5,0,0,0,0,0,0,0,,0,64,41,527,12.85,2,0,,2,,,65,105.7,108.7,85.2,,14,,
166,Mike Pritchard,DEN,WR,26,15,13,0,0,0,0,0,6,17,2.83,0,69,33,441,13.36,3,1,1,3,,,64,94.8,98.8,78.3,,67,,
167,Ed McCaffrey,DEN,WR,27,16,5,0,0,0,0,0,1,-1,-1.00,0,63,39,477,12.23,2,1,1,2,1,,62,98.6,102.6,79.1,,68,,
168,Vince Evans,OAK,QB,40,9,3,100,175,1236,6,8,14,36,2.57,0,0,0,0,,0,5,5,0,,,61,51.0,67.0,59.0,,33,,
169,Napoleon Kaufman,OAK,RB,22,16,1,0,0,0,0,0,108,490,4.54,1,16,9,62,6.89,0,0,,2,,,61,76.2,79.2,71.7,,48,,
170,Roosevelt Potts,IND,RB,24,15,15,0,0,0,0,0,65,309,4.75,0,33,21,228,10.86,1,0,,1,,,60,80.7,86.7,70.2,,49,,
171,Johnny Bailey,STL,RB,28,12,1,0,0,0,0,0,36,182,5.06,2,55,38,265,6.97,0,1,,2,1,,59,96.7,102.7,77.7,,50,,
172,Keith Byars,MIA,RB,32,16,16,0,0,0,0,0,15,44,2.93,1,70,51,362,7.10,2,0,,3,,,59,109.6,112.6,84.1,,51,,
173,Frank Wycheck,HOU,TE,24,16,10,0,0,0,0,0,1,1,1.00,1,51,40,471,11.78,1,0,,2,,,59,99.2,102.2,79.2,,15,,
174,Andre Hastings,PIT,WR,25,16,0,0,0,0,0,0,1,14,14.00,0,67,48,502,10.46,1,1,,2,,,58,111.6,114.6,87.6,,71,,
175,Jessie Hester,STL,WR,32,12,7,0,0,0,0,0,0,0,,0,54,30,399,13.30,3,0,,3,,,58,87.9,90.9,72.9,,70,,
176,Keith Jennings,CHI,TE,29,16,16,0,0,0,0,0,0,0,,0,39,25,217,8.68,6,0,,6,,,58,82.7,85.7,70.2,,16,,
177,Anthony Morgan,GNB,WR,28,16,8,0,0,0,0,0,0,0,,0,53,31,344,11.10,4,0,,4,,,58,89.4,92.4,73.9,,69,,
178,Jerry Ellison,TAM,RB,24,16,3,0,0,0,0,0,26,218,8.38,5,13,7,44,6.29,0,0,,5,,,56,63.2,66.2,59.7,,52,,
179,Scottie Graham,MIN,RB,26,16,6,0,0,0,0,0,110,406,3.69,2,5,4,30,7.50,0,0,,2,,,56,59.6,62.6,57.6,,53,,
180,Lonnie Johnson,BUF,TE,24,16,16,0,0,0,0,0,0,0,,0,81,49,504,10.29,1,0,,1,,,56,105.4,108.4,80.9,,17,,
181,Will Moore,NWE,WR,25,14,13,0,0,0,0,0,0,0,,0,79,43,502,11.67,1,0,,1,,,56,99.2,102.2,77.7,,72,,
182,Derek Brown,NOR,RB,24,16,0,0,0,0,0,0,49,159,3.24,1,49,35,266,7.60,1,0,,2,,,55,89.5,95.5,72.0,,54,,
183,Cedric Tillman,JAX,WR,25,13,2,0,0,0,0,0,0,0,,0,49,30,368,12.27,3,1,,3,,,55,84.8,87.8,69.8,,73,,
184,Anthony Edwards,ARI,WR,29,15,0,0,0,0,0,0,0,0,,0,48,29,417,14.38,2,0,,2,,,54,82.7,85.7,68.2,,75,,
185,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
186,Derrick Fenner,OAK,RB,28,16,10,0,0,0,0,0,39,110,2.82,0,45,35,252,7.20,3,2,,3,,,54,89.2,95.2,71.7,,55,,
187,Daryl Johnston,DAL,RB,29,16,16,0,0,0,0,0,25,111,4.44,2,46,30,248,8.27,1,1,,3,,,54,83.9,89.9,68.9,,56,,
188,Andre Reed,BUF,WR,31,6,6,0,0,0,0,0,7,48,6.86,0,43,24,312,13.00,3,2,2,3,,,54,74.0,79.0,62.0,,74,,
189,Marc Logan,WAS,RB,30,16,8,0,0,0,0,0,23,72,3.13,1,39,25,276,11.04,2,1,,3,,,53,77.8,80.8,65.3,,57,,
190,Brad Baxter,NYJ,RB,28,15,13,0,0,0,0,0,85,296,3.48,1,39,26,160,6.15,0,0,,1,,,52,77.6,83.6,64.6,,58,,
191,John Taylor,SFO,WR,33,12,12,1,1,21,0,0,0,0,,0,49,29,387,13.34,2,2,2,2,,,52,76.5,81.5,62.0,,76,,
192,Kordell Stewart,PIT,QB,23,10,2,5,7,60,1,0,15,86,5.73,1,20,14,235,16.79,1,0,,2,,,51,64.5,67.5,57.5,,34,,
193,Steve Tasker*,BUF,WR,33,13,3,0,0,0,0,0,8,74,9.25,0,35,20,255,12.75,3,0,,3,,,51,70.9,73.9,60.9,,77,,
194,Alexander Wright,STL,WR,28,8,6,0,0,0,0,0,1,17,17.00,0,51,23,368,16.00,2,0,,2,,,51,73.5,76.5,62.0,,78,,
195,John Friesz,SEA,QB,28,6,3,64,120,795,6,3,11,0,0.00,0,0,0,0,,0,2,1,0,,,50,47.8,54.8,50.8,,35,,
196,Eric Guliford,CAR,WR,26,14,9,1,2,46,0,1,2,2,1.00,0,70,29,444,15.31,1,1,,2,,,50,85.4,89.4,71.9,,79,,
197,Courtney Hawkins,TAM,WR,26,16,3,0,0,0,0,0,4,5,1.25,0,64,41,493,12.02,0,1,1,0,,,50,88.8,92.8,68.3,,80,,
198,Michael Timpson,CHI,WR,28,16,1,0,0,0,0,0,3,28,9.33,1,45,24,289,12.04,2,1,1,3,,,50,71.7,75.7,59.7,,81,,
199,Bob Christian,CAR,RB,27,14,12,0,0,0,0,0,41,158,3.85,0,35,29,255,8.79,1,1,1,1,1,,49,76.3,83.3,61.8,,59,,
200,Vaughn Dunbar,2TM,RB,27,15,6,0,0,0,0,0,110,361,3.28,2,4,2,11,5.50,0,0,,2,,,49,51.2,54.2,50.2,,60,,
201,Justin Armour,BUF,WR,22,15,9,0,1,0,0,0,4,-5,-1.25,0,41,26,300,11.54,3,1,,3,,,48,73.5,76.5,60.5,,82,,
202,Keith Cash,KAN,TE,26,14,14,0,0,0,0,0,0,0,,0,61,42,419,9.98,1,0,,1,,,48,89.9,92.9,68.9,,18,,
203,Jimmy Smith,JAX,WR,26,16,4,0,0,0,0,0,0,0,,0,42,22,288,13.09,3,2,1,4,,,47,72.8,76.8,61.8,,83,,
204,Ernest Givins,JAX,WR,31,9,9,0,0,0,0,0,0,0,,0,56,29,280,9.66,3,1,,3,,,46,75.0,78.0,60.5,,84,,
205,Tyrone Wheatley,NYG,RB,23,13,1,0,0,0,0,0,78,245,3.14,3,5,5,27,5.40,0,2,1,3,,,45,48.2,52.2,45.7,,61,,
206,Marion Butts,HOU,RB,29,12,2,0,0,0,0,0,71,185,2.61,4,2,2,10,5.00,0,0,,4,,,44,45.5,48.5,44.5,,62,,
207,Steve Beuerlein,JAX,QB,30,7,6,71,142,952,4,7,5,32,6.40,0,0,0,0,,0,3,2,0,,,43,39.3,51.3,46.3,,36,,
208,Eric Zeier,CLE,QB,23,7,4,82,161,864,4,9,15,80,5.33,0,0,0,0,,0,3,1,0,1,,43,40.6,53.6,49.6,,37,,
209,Mark Bruener,PIT,TE,23,16,13,0,0,0,0,0,0,0,,0,48,26,238,9.15,3,0,,3,,,42,67.8,70.8,54.8,,19,,
210,Tony Carter,CHI,RB,23,16,11,0,0,0,0,0,10,34,3.40,0,57,40,329,8.23,1,1,,1,,,42,82.3,85.3,62.3,,63,,
211,Charles Johnson,PIT,WR,23,15,10,0,0,0,0,0,1,-10,-10.00,0,76,38,432,11.37,0,0,,0,,,42,80.2,83.2,61.2,,85,,
212,Herschel Walker,NYG,RB,33,16,3,0,0,0,0,0,31,126,4.06,0,44,31,234,7.55,1,0,,1,,,42,73.0,79.0,57.5,,64,,
213,Anthony Johnson,2TM,RB,28,15,0,0,0,0,0,0,30,140,4.67,1,34,29,207,7.14,0,2,2,1,,,41,65.7,73.7,51.2,,65,,
214,Andrew Glover,OAK,TE,28,16,9,0,0,0,0,0,0,0,,0,40,26,220,8.46,3,0,,3,,,40,66.0,69.0,53.0,,20,,
215,Steve Broussard,SEA,RB,28,15,1,0,0,0,0,0,46,222,4.83,1,18,10,94,9.40,0,4,2,1,,,38,43.6,48.6,38.6,,68,,
216,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
217,Randall Cunningham,PHI,QB,32,7,4,69,121,605,3,5,21,98,4.67,0,0,0,0,,0,3,2,0,,1,38,34.0,44.0,39.0,,39,,
218,Howard Griffith,CAR,RB,28,15,7,0,0,0,0,0,65,197,3.03,1,14,11,63,5.73,1,1,,2,,,38,49.0,52.0,43.5,,66,,
219,Billy Joe Hobert,OAK,QB,24,4,2,44,80,540,6,4,3,5,1.67,0,,0,0,,0,0,,0,,,38,38.1,45.1,42.1,,38,,
220,Bernie Kosar,MIA,QB,32,9,2,74,108,699,3,5,7,19,2.71,1,0,0,0,,0,3,2,1,,,38,33.9,43.9,38.9,,40,,
221,Mack Strong,SEA,RB,24,16,2,0,0,0,0,0,8,23,2.88,1,16,12,117,9.75,3,2,1,4,,,38,48.0,52.0,42.0,,67,,
222,Kyle Brady,NYJ,TE,23,15,11,0,0,0,0,0,0,0,,0,53,26,252,9.69,2,0,,2,,,37,63.2,66.2,50.2,,22,,
223,Kerry Cash,OAK,TE,26,16,10,0,0,0,0,0,0,0,,0,40,25,254,10.16,2,2,2,2,,,37,58.4,63.4,45.9,,21,,
224,Lawrence Dawsey,TAM,WR,28,12,10,0,0,0,0,0,0,0,,0,61,30,372,12.40,0,0,,0,,,37,67.2,70.2,52.2,,86,,
225,Steve McNair,HOU,QB,22,4,2,41,80,569,3,1,11,38,3.45,0,0,0,0,,0,3,3,0,,,37,30.6,37.6,31.6,,41,,
226,Lamont Warren,IND,RB,22,12,1,0,0,0,0,0,47,152,3.23,1,24,17,159,9.35,0,1,1,1,,,37,52.1,59.1,43.6,,69,,
227,J.J. Birden,ATL,WR,30,10,10,0,0,0,0,0,0,0,,0,60,31,303,9.77,1,0,,1,,,36,67.3,70.3,51.8,,87,,
228,Rodney Culver,SDG,RB,26,8,2,0,0,0,0,0,47,155,3.30,3,5,5,21,4.20,0,0,,3,,,36,40.6,43.6,38.1,,70,,
229,Pete Metzelaars,CAR,TE,35,14,14,0,0,0,0,0,0,0,,0,34,20,171,8.55,3,0,,3,,,35,55.1,58.1,45.1,,23,,
230,Ryan Yarborough,NYJ,WR,24,16,2,0,0,0,0,0,0,0,,0,25,18,230,12.78,2,0,,2,,,35,53.0,56.0,44.0,,88,,
231,Desmond Howard,JAX,WR,25,13,6,0,0,0,0,0,1,8,8.00,0,56,26,276,10.62,1,0,,1,,,34,60.4,63.4,47.4,,89,,
232,Heath Shuler,WAS,QB,24,7,5,66,125,745,3,7,18,57,3.17,0,0,0,0,,0,1,1,0,,,34,31.5,42.5,38.5,,42,,
233,Sam Gash,NWE,RB,26,15,12,0,0,0,0,0,8,24,3.00,0,43,26,242,9.31,1,0,,1,,,33,58.6,61.6,45.6,,71,,
234,Rob Carpenter,PHI,WR,27,16,4,0,0,0,0,0,0,0,,0,58,29,318,10.97,0,2,1,0,,,32,58.8,62.8,44.3,,91,,
235,Le'Shai Maston,JAX,RB,25,16,10,0,0,0,0,0,41,186,4.54,0,25,18,131,7.28,0,3,3,0,,,32,43.7,52.7,34.7,,72,,
236,Aaron Pierce,NYG,TE,26,16,11,0,0,0,0,0,1,6,6.00,0,54,33,310,9.39,0,0,,0,,,32,64.6,67.6,48.1,,24,,
237,Alfred Pupunu,SDG,TE,26,15,14,0,0,0,0,0,0,0,,0,50,35,315,9.00,0,1,1,0,,,32,64.5,68.5,47.0,,25,,
238,Derek Russell,HOU,WR,26,11,5,0,0,0,0,0,0,0,,0,54,24,321,13.38,0,0,,0,,,32,56.1,59.1,44.1,,90,,
239,Ray Zellars,NOR,RB,22,12,0,0,0,0,0,0,50,162,3.24,2,11,7,33,4.71,0,1,,2,,,32,38.5,41.5,35.0,,73,,
240,Bubby Brister,NYJ,QB,33,9,4,93,170,726,4,8,16,18,1.13,0,1,1,2,2.00,0,4,1,0,,,31,30.0,42.0,37.5,,43,,
241,Gary Brown,HOU,RB,26,10,4,0,0,0,0,0,86,293,3.41,0,8,6,16,2.67,0,2,2,0,,,31,32.9,37.9,29.9,,74,,
242,Carlester Crumpler,SEA,TE,24,16,7,0,0,0,0,0,0,0,,0,29,23,254,11.04,1,1,,1,,,31,54.4,57.4,42.9,,26,,
243,Andrew Jordan,MIN,TE,23,13,7,0,0,0,0,0,0,0,,0,33,27,185,6.85,2,1,1,2,,,31,55.5,59.5,42.0,,28,,
244,Ryan Wetnight,CHI,TE,25,12,2,0,0,0,0,0,0,0,,0,32,24,193,8.04,2,0,,2,,,31,55.3,58.3,43.3,,27,,
245,Charles Evans,MIN,RB,28,16,8,0,0,0,0,0,19,59,3.11,1,28,18,119,6.61,1,0,,2,,,30,47.8,50.8,38.8,,77,,
246,Fred McAfee,PIT,RB,27,16,1,0,0,0,0,0,39,156,4.00,1,19,15,88,5.87,0,0,,1,,,30,45.4,48.4,37.9,,75,,
247,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
248,Robb Thomas,SEA,WR,29,15,2,0,0,0,0,0,0,0,,0,23,12,239,19.92,1,0,,1,,,30,41.9,44.9,35.9,,92,,
249,John Williams,PIT,RB,31,11,7,0,0,0,0,0,29,110,3.79,0,36,24,127,5.29,1,2,,1,,,30,53.7,59.7,41.7,,78,,
250,Vince Workman,2TM,RB,27,10,0,0,1,0,0,0,44,165,3.75,1,22,13,74,5.69,0,0,,1,,,30,42.9,45.9,36.4,,76,,
251,Craig Erickson,IND,QB,26,6,3,50,83,586,3,4,9,14,1.56,0,0,0,0,,0,2,1,0,,,29,26.8,34.8,30.8,,44,,
252,Leonard Russell,STL,RB,26,13,3,0,0,0,0,0,66,203,3.08,0,31,16,89,5.56,0,2,2,0,,,29,41.2,46.2,33.2,,80,,
253,Lorenzo White,CLE,RB,29,12,2,0,0,0,0,0,62,163,2.63,1,8,8,64,8.00,0,0,,1,,,29,36.7,39.7,32.7,,81,,
254,Sherman Williams,DAL,RB,22,11,0,0,0,0,0,0,48,205,4.27,1,3,3,28,9.33,0,2,2,1,,,29,28.3,33.3,26.8,,79,,
255,Fred Baxter,NYJ,TE,24,15,3,0,0,0,0,0,0,0,,0,34,18,222,12.33,1,1,,1,,,28,46.2,49.2,37.2,,29,,
256,Hason Graham,NWE,WR,24,10,1,0,0,0,0,0,0,0,,0,27,10,156,15.60,2,0,,2,,,28,37.6,40.6,32.6,,93,,
257,Thomas Lewis,NYG,WR,23,8,2,0,0,0,0,0,0,0,,0,26,12,208,17.33,1,1,,2,,,27,44.8,47.8,38.8,,94,,
258,Derrick Walker,KAN,TE,28,16,3,0,0,0,0,0,0,0,,0,35,25,205,8.20,1,0,,1,,,27,51.5,54.5,39.0,,30,,
259,Casey Weldon,TAM,QB,26,16,0,42,91,519,1,2,5,5,1.00,1,0,0,0,,0,4,2,1,,,27,23.3,30.3,25.3,,45,,
260,Jamal Anderson,ATL,RB,23,16,0,0,0,0,0,0,39,161,4.13,1,6,4,42,10.50,0,0,,1,,,26,30.3,33.3,28.3,,83,,
261,Randal Hill,MIA,WR,26,12,0,0,0,0,0,0,0,0,,0,24,12,260,21.67,0,0,,0,,,26,38.0,41.0,32.0,,95,,
262,Arthur Marshall,NYG,WR,26,15,0,0,0,0,0,0,1,1,1.00,0,37,17,195,11.47,1,1,,1,,,26,42.6,45.6,34.1,,96,,
263,Irving Spikes,MIA,RB,25,9,0,0,0,0,0,0,32,126,3.94,1,6,5,18,3.60,1,0,,2,,,26,31.4,34.4,28.9,,82,,
264,Derrick Alexander,CLE,WR,24,14,2,0,0,0,0,0,1,29,29.00,0,29,15,216,14.40,0,3,1,1,,,25,43.5,47.5,36.0,,97,,
265,Ed West,PHI,TE,34,16,14,0,0,0,0,0,0,0,,0,34,20,190,9.50,1,0,,1,,,25,45.0,48.0,35.0,,31,,
266,Christian Fauria,SEA,TE,24,14,9,0,0,0,0,0,0,0,,0,37,17,181,10.65,1,0,,1,,,24,41.1,44.1,32.6,,34,,
267,Wendall Gaines,ARI,TE,23,16,11,0,0,0,0,0,0,0,,0,19,14,117,8.36,2,0,,2,,,24,37.7,40.7,30.7,,35,,
268,Rich Griffith,JAX,TE,26,16,15,0,0,0,0,0,0,0,,0,30,16,243,15.19,0,0,,0,,,24,40.3,43.3,32.3,,33,,
269,James Jett,OAK,WR,25,16,0,0,0,0,0,0,0,0,,0,37,13,179,13.77,1,1,1,1,,,24,34.9,38.9,28.4,,98,,
270,Charles Jordan,GNB,WR,26,6,1,0,0,0,0,0,0,0,,0,15,7,117,16.71,2,1,1,2,,,24,28.7,32.7,25.2,,99,,
271,David Sloan,DET,TE,23,16,8,0,0,0,0,0,0,0,,0,24,17,184,10.82,1,0,,1,,,24,41.4,44.4,32.9,,32,,
272,Flipper Anderson,IND,WR,30,2,2,0,0,0,0,0,0,0,,0,13,8,111,13.88,2,0,,2,,,23,31.1,34.1,27.1,,101,,
273,Coleman Bell,WAS,TE,25,11,1,0,0,0,0,0,0,0,,0,25,14,166,11.86,1,1,,1,,,23,36.6,39.6,29.6,,37,,
274,Terrell Fletcher,SDG,RB,22,16,0,0,0,0,0,0,26,140,5.38,1,5,3,26,8.67,0,2,1,1,,,23,23.6,27.6,22.1,,84,,
275,Malcolm Floyd,HOU,WR,23,15,1,0,0,0,0,0,0,0,,0,21,12,167,13.92,1,0,,1,,,23,34.7,37.7,28.7,,102,,
276,Oscar McBride,ARI,TE,23,16,10,0,0,0,0,0,0,0,,0,20,13,112,8.62,2,0,,2,,,23,36.2,39.2,29.7,,36,,
277,Lamar Smith,SEA,RB,25,12,0,0,0,0,0,0,36,215,5.97,0,2,1,10,10.00,0,1,1,0,,,23,21.5,25.5,21.0,,85,,
278,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
279,Rico Smith,CLE,WR,26,4,2,0,0,0,0,0,0,0,,0,29,13,173,13.31,1,1,,1,,,23,36.3,39.3,29.8,,100,,
280,Brian Kinchen,CLE,TE,30,13,12,0,0,0,0,0,0,0,,0,32,20,216,10.80,0,1,1,0,,,22,39.6,43.6,29.6,,38,,
281,Frank Reich,CAR,QB,34,3,3,37,84,441,2,2,1,3,3.00,0,0,0,0,,0,3,1,0,,,22,19.9,25.9,21.9,,46,,
282,Don Beebe,CAR,WR,31,14,1,0,0,0,0,0,0,0,,0,34,14,152,10.86,1,0,,1,,,21,35.2,38.2,28.2,,105,,
283,Adrian Cooper,MIN,TE,27,13,13,0,0,0,0,0,0,0,,0,31,18,207,11.50,0,0,,0,,,21,38.7,41.7,29.7,,40,,
284,Reggie Johnson,PHI,TE,27,9,2,0,0,0,0,0,0,0,,0,8,5,68,13.60,2,0,,2,,,21,23.8,23.8,21.3,,39,,
285,Randy Jordan,JAX,RB,25,12,3,0,0,0,0,0,21,62,2.95,0,12,5,89,17.80,1,0,,1,,,21,26.1,26.1,23.6,,86,,
286,Rod Smith,DEN,WR,25,16,1,0,0,0,0,0,0,0,,0,9,6,152,25.33,1,0,,1,,,21,27.2,30.2,24.2,,104,,
287,Olanda Truitt,WAS,WR,24,5,2,0,0,0,0,0,0,0,,0,26,9,154,17.11,1,1,2,1,,,21,26.4,31.4,21.9,,103,,
288,Tyrone Brown,ATL,WR,22,6,5,0,0,0,0,0,0,0,,0,28,17,198,11.65,0,1,,0,,,20,36.8,39.8,28.3,,106,,
289,Marv Cook,STL,TE,29,16,9,0,0,0,0,0,0,0,,0,32,26,135,5.19,1,1,1,1,,,20,43.5,47.5,30.5,,45,,
290,Howard Cross,NYG,TE,28,15,15,0,0,0,0,0,0,0,,0,36,18,197,10.94,0,0,,0,,,20,37.7,40.7,28.7,,43,,
291,Scott Galbraith,WAS,TE,28,16,16,0,0,0,0,0,0,0,,0,20,10,80,8.00,2,0,,2,,,20,30.0,30.0,25.0,,42,,
292,Frank Hartley,CLE,TE,28,15,13,0,0,0,0,0,0,0,,0,17,11,137,12.45,1,1,,1,,,20,30.7,33.7,25.2,,44,,
293,Keith Jackson,GNB,TE,30,9,1,0,0,0,0,0,0,0,,0,19,13,142,10.92,1,0,,1,,,20,33.2,36.2,26.7,,41,,
294,Rod Bernstine,DEN,RB,30,3,3,0,0,0,0,0,23,76,3.30,1,8,5,54,10.80,0,0,,1,,,19,24.0,24.0,21.5,,87,,
295,Lorenzo Neal,NOR,RB,25,16,5,0,0,0,0,0,5,3,0.60,0,13,12,123,10.25,1,2,1,1,,,19,28.6,32.6,22.6,,88,,
296,Roell Preston,ATL,WR,23,14,0,0,0,0,0,0,0,0,,0,10,7,129,18.43,1,1,,1,,,19,25.9,28.9,22.4,,107,,
297,Jerry Evans,DEN,TE,27,13,4,0,0,0,0,0,0,0,,0,15,12,124,10.33,1,1,1,1,,,18,28.4,32.4,22.4,,46,,
298,Bobby Hebert,ATL,QB,35,4,0,28,45,313,2,1,5,-1,-0.20,0,0,0,0,,0,0,,0,,,18,18.4,22.4,19.4,,47,,
299,Greg Robinson,STL,RB,26,5,1,0,0,0,0,0,40,165,4.13,0,5,2,12,6.00,0,0,,0,,,18,19.7,22.7,18.7,,90,,
300,Adam Walker,SFO,RB,27,13,7,0,0,0,0,0,14,44,3.14,1,21,11,78,7.09,0,2,1,1,,,18,27.2,28.2,21.7,,89,,
301,Jamie Asher,WAS,TE,23,7,2,0,0,0,0,0,0,0,,0,22,14,172,12.29,0,0,,0,,,17,31.2,34.2,24.2,,47,,
302,Antonio Freeman,GNB,WR,23,11,0,0,0,0,0,0,0,0,,0,12,8,106,13.25,1,7,7,1,,,17,10.6,20.6,6.6,,111,,
303,Danan Hughes,KAN,WR,25,16,0,0,0,0,0,0,1,5,5.00,0,23,14,103,7.36,1,0,,1,,,17,30.8,33.8,23.8,,110,,
304,Vance Johnson,DEN,WR,32,10,1,0,0,0,0,0,0,0,,0,21,12,170,14.17,0,0,,0,,,17,29.0,32.0,23.0,,108,,
305,Ronald Moore,NYJ,RB,25,15,3,0,0,0,0,0,43,121,2.81,0,11,8,50,6.25,0,3,3,0,,,17,19.1,25.1,15.1,,91,,
306,Nate Singleton,SFO,WR,27,6,2,0,0,0,0,0,0,0,,0,10,8,108,13.50,1,1,1,1,,,17,22.8,26.8,18.8,,109,,
307,Scott Zolak,NWE,QB,28,16,1,28,49,282,1,0,4,19,4.75,0,0,0,0,,0,4,3,0,,,17,11.2,14.2,11.2,,48,,
308,Troy Brown,NWE,WR,24,16,0,0,0,0,0,0,0,0,,0,25,14,159,11.36,0,1,,1,,,16,35.9,38.9,28.9,,112,,
309,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
310,James Joseph,CIN,RB,28,16,3,0,0,0,0,0,16,40,2.50,0,25,20,118,5.90,0,1,1,0,,,16,33.8,37.8,23.8,,93,,
311,Ron Rivers,DET,RB,24,16,0,0,0,0,0,0,18,73,4.06,1,1,1,5,5.00,0,2,,1,,,16,14.8,14.8,14.3,,92,,
312,Steve Avery,PIT,RB,29,11,2,0,0,0,0,0,1,3,3.00,0,14,11,82,7.45,1,0,,1,,,15,25.5,25.5,20.0,,95,,
313,Mike Buck,ARI,QB,28,4,0,20,32,271,1,0,1,0,0.00,0,0,0,0,,0,1,1,0,,,15,12.8,13.8,12.8,,51,,
314,Will Furrer,HOU,QB,27,7,1,48,99,483,2,7,8,20,2.50,0,0,0,0,,0,3,3,0,,,15,9.3,22.3,16.3,,49,,
315,Travis Hannah,HOU,WR,25,16,0,0,0,0,0,0,1,5,5.00,0,15,10,142,14.20,0,0,,0,,,15,24.7,27.7,19.7,,113,,
316,James Stewart,MIN,RB,24,4,0,0,0,0,0,0,31,144,4.65,0,1,1,3,3.00,0,2,1,0,,,15,13.7,17.7,13.2,,94,,
317,Mike Tomczak,PIT,QB,33,7,4,65,113,666,1,9,11,25,2.27,0,0,0,0,,0,2,2,0,,,15,11.1,25.1,20.1,,50,,
318,Wade Wilson,DAL,QB,36,7,0,38,57,391,1,3,10,12,1.20,0,0,0,0,,0,1,,0,,,15,14.8,20.8,17.8,,52,,
319,Harold Bishop,CLE,TE,25,13,3,0,0,0,0,0,0,0,,0,22,16,135,8.44,0,0,,0,,,14,29.5,32.5,21.5,,49,,
320,John Burke,NWE,TE,24,16,4,0,0,0,0,0,0,0,,0,29,15,136,9.07,0,0,,0,,,14,28.6,31.6,21.1,,48,,
321,Earnest Hunter,CLE,RB,25,10,0,0,0,0,0,0,30,100,3.33,0,8,5,42,8.40,0,4,3,0,,,14,13.2,19.2,10.7,,97,,
322,Jim Miller,PIT,QB,24,3,0,32,56,397,2,5,1,2,2.00,0,0,0,0,,0,1,,0,,,14,14.1,22.1,19.1,,53,,
323,Steve Smith,SEA,RB,31,9,7,0,0,0,0,0,9,19,2.11,0,10,7,59,8.43,1,0,,1,,,14,20.8,20.8,17.3,,98,,
324,Charles Way,NYG,RB,23,16,4,0,0,0,0,0,2,6,3.00,0,12,7,76,10.86,1,0,,1,,,14,21.2,21.2,17.7,,96,,
325,Stevie Anderson,ARI,WR,25,5,0,0,0,0,0,0,0,0,,0,4,3,34,11.33,1,0,,1,2,,13,16.4,16.4,14.9,,114,,
326,Don Majkowski,DET,QB,31,5,0,15,20,161,1,0,9,1,0.11,0,0,0,0,,0,0,1,0,,1,13,10.5,11.5,10.5,,55,,
327,Curtis Marsh,JAX,WR,25,9,0,0,0,0,0,0,0,0,,0,17,7,127,18.14,0,2,2,0,,,13,15.7,20.7,12.2,,115,,
328,Hugh Millen,DEN,QB,32,3,0,26,40,197,1,0,3,8,2.67,0,0,0,0,,0,1,1,0,,,13,10.7,11.7,10.7,,54,,
329,Ted Popson,SFO,TE,29,12,0,0,0,0,0,0,0,0,,0,20,16,128,8.00,0,1,1,0,,,13,26.8,30.8,18.8,,50,,
330,Roderick Lewis,HOU,TE,24,16,9,0,0,0,0,0,0,0,,0,21,16,116,7.25,0,0,,0,,,12,27.6,30.6,19.6,,51,,
331,Fred McCrary,PHI,RB,23,13,4,0,0,0,0,0,3,1,0.33,1,13,9,60,6.67,0,0,,1,,,12,21.1,21.1,16.6,,99,,
332,Alex Van Pelt,BUF,QB,25,1,0,10,18,106,2,0,0,0,,0,0,0,0,,0,0,,0,,,12,12.2,12.2,12.2,,56,,
333,Jeff Cothran,CIN,RB,24,14,13,0,0,0,0,0,16,62,3.88,0,18,8,44,5.50,0,1,1,0,,,11,16.6,17.6,12.6,,105,,
334,Keith Elias,NYG,RB,23,15,0,0,0,0,0,0,10,44,4.40,0,12,9,69,7.67,0,0,,0,,,11,20.3,20.3,15.8,,102,,
